question_number,question_head_prompt,question_body_prompt,question_tail_prompt,option_1,option_2,option_3,option_4,option_5,option_6,option_7,option_8,option_9,option_10
Q4[07][F],none,please rate satisfaction following public safety items,07 overall quality local fire protection,Satisfied,Don't Know,Very Satisfied,Neutral,Very Dissatisfied,Dissatisfied,,,,
Q4[08][F],none,please rate satisfaction following public safety items,08 overall quality local emergency medical service,Satisfied,Don't Know,Very Satisfied,Neutral,Dissatisfied,Very Dissatisfied,,,,
Q4[09][F],none,please rate satisfaction following public safety items,09 quickly public safety personnel respond emergencies,Satisfied,Don't Know,Very Satisfied,Neutral,Dissatisfied,Very Dissatisfied,,,,
Q4[10][F],none,please rate satisfaction following public safety items,10 overall quality animal control,Neutral,Satisfied,Don't Know,Very Satisfied,Dissatisfied,Very Dissatisfied,,,,
Q4[11][F],none,please rate satisfaction following public safety items,11 travel safety city roadways intersections,Neutral,Satisfied,Dissatisfied,Very Satisfied,Very Dissatisfied,Don't Know,,,,
Q4[12][F],none,please rate satisfaction following public safety items,12 enforcing cleanup litter debris city streets,Neutral,Satisfied,Dissatisfied,Don't Know,Very Satisfied,Very Dissatisfied,,,,
Q5[01][F],none,three public safety items listed question 4 think receive emphasis city leaders next two years,1st,04. City efforts to prevent crime,09. How quickly public safety personnel respond to emergencies,01. Overall quality of local police protection,11. Travel safety on City roadways and intersections,12. Enforcing the clean-up of litter and debris on City streets,06. Enforcement of local traffic laws,02. The visibility of police in your neighborhood,10. Overall quality of animal control,08. Overall quality of local emergency medical service,03. The visibility of police in retail areas
Q5[02][F],none,three public safety items listed question 4 think receive emphasis city leaders next two years,2nd,06. Enforcement of local traffic laws,11. Travel safety on City roadways and intersections,08. Overall quality of local emergency medical service,04. City efforts to prevent crime,10. Overall quality of animal control,02. The visibility of police in your neighborhood,03. The visibility of police in retail areas,01. Overall quality of local police protection,12. Enforcing the clean-up of litter and debris on City streets,09. How quickly public safety personnel respond to emergencies
Q5[03][F],none,three public safety items listed question 4 think receive emphasis city leaders next two years,3rd,02. The visibility of police in your neighborhood,04. City efforts to prevent crime,11. Travel safety on City roadways and intersections,01. Overall quality of local police protection,07. Overall quality of local fire protection,09. How quickly public safety personnel respond to emergencies,12. Enforcing the clean-up of litter and debris on City streets,08. Overall quality of local emergency medical service,03. The visibility of police in retail areas,10. Overall quality of animal control
Q6[01][F],none,please rate satisfaction following parks recreation items,01 maintenance city parks,Satisfied,Very Satisfied,Neutral,Don't Know,Dissatisfied,Very Dissatisfied,,,,
Q6[02][F],none,please rate satisfaction following parks recreation items,02 number city parks,Satisfied,Very Satisfied,Neutral,Dissatisfied,Don't Know,Very Dissatisfied,,,,
Q6[03][F],none,please rate satisfaction following parks recreation items,03 bikehike trails city,Satisfied,Neutral,Dissatisfied,Very Satisfied,Don't Know,Very Dissatisfied,,,,
Q6[04][F],none,please rate satisfaction following parks recreation items,04 city swimming pools,Satisfied,Neutral,Dissatisfied,Don't Know,Very Satisfied,Very Dissatisfied,,,,
Q6[05][F],none,please rate satisfaction following parks recreation items,05 city golf courses,Satisfied,Don't Know,Neutral,Very Satisfied,Dissatisfied,Very Dissatisfied,,,,
Q6[06][F],none,please rate satisfaction following parks recreation items,06 city community centers,Satisfied,Neutral,Don't Know,Dissatisfied,Very Satisfied,Very Dissatisfied,,,,
Q6[07][F],none,please rate satisfaction following parks recreation items,07 courts fields athletic facilities,Satisfied,Don't Know,Neutral,Very Satisfied,Dissatisfied,Very Dissatisfied,,,,
Q6[08][F],none,please rate satisfaction following parks recreation items,08 deanna rose childrens farmstead,Satisfied,Very Satisfied,Don't Know,Neutral,Dissatisfied,,,,,
Q6[09][F],none,please rate satisfaction following parks recreation items,09 [city name] soccer complex,Neutral,Don't Know,Satisfied,Very Satisfied,Dissatisfied,Very Dissatisfied,,,,
Q6[10][F],none,please rate satisfaction following parks recreation items,10 [city name] arboretum botanical gardens,Very Satisfied,Satisfied,Don't Know,Neutral,Very Dissatisfied,Dissatisfied,,,,
Q6[11][F],none,please rate satisfaction following parks recreation items,11 citys adult recreation programs,Neutral,Don't Know,Satisfied,Very Satisfied,Dissatisfied,Very Dissatisfied,,,,
Q6[12][F],none,please rate satisfaction following parks recreation items,12 recreation programs offered kids,Satisfied,Don't Know,Dissatisfied,Neutral,Very Satisfied,Very Dissatisfied,,,,
Q6[13][F],none,please rate satisfaction following parks recreation items,13 city recreation programs fitness classes special events eg fourth july fall festival,Satisfied,Very Satisfied,Don't Know,Neutral,Dissatisfied,Very Dissatisfied,,,,
Q6[14][F],none,please rate satisfaction following parks recreation items,14 fees charged recreation programs,Satisfied,Neutral,Dissatisfied,Don't Know,Very Satisfied,Very Dissatisfied,,,,
Q6[15][F],none,please rate satisfaction following parks recreation items,15 arts cultural programs,Satisfied,Neutral,Don't Know,Very Satisfied,Dissatisfied,Very Dissatisfied,,,,
Q7[01][F],none,three parks recreation items listed question 6 think receive emphasis city leaders next two years,1st,14. Fees charged for recreation programs,12. Recreation programs offered for kids,01. Maintenance of City parks,03. Bike/Hike trails in the city,05. City golf courses,02. The number of City parks,04. City swimming pools,06. City community centers,08. Deanna Rose Children's Farmstead,"13. Other City recreation programs, such as fitness classes and special events (e.g., Fourth of July, Fall Festival)"
Q7[02][F],none,three parks recreation items listed question 6 think receive emphasis city leaders next two years,2nd,15. Arts and cultural programs,03. Bike/Hike trails in the city,06. City community centers,14. Fees charged for recreation programs,01. Maintenance of City parks,"07. Courts, fields, and athletic facilities",11. The City's adult recreation programs,02. The number of City parks,04. City swimming pools,05. City golf courses
Q7[03][F],none,three parks recreation items listed question 6 think receive emphasis city leaders next two years,3rd,11. The City's adult recreation programs,06. City community centers,09. Overland Park Soccer Complex,15. Arts and cultural programs,12. Recreation programs offered for kids,08. Deanna Rose Children's Farmstead,03. Bike/Hike trails in the city,"07. Courts, fields, and athletic facilities",10. Overland Park Arboretum and Botanical Gardens,02. The number of City parks
Q8[01][F],none,please rate satisfaction following code enforcement items,1 enforcing mowing trimming residential property,Satisfied,Don't Know,Neutral,Very Satisfied,Dissatisfied,Very Dissatisfied,,,,
Q8[02][F],none,please rate satisfaction following code enforcement items,2 enforcing mowing trimming commercial property,Very Dissatisfied,Satisfied,Neutral,Very Satisfied,Don't Know,Dissatisfied,,,,
Q8[03][F],none,please rate satisfaction following code enforcement items,3 enforcing maintenance residential property neighborhood,Neutral,Don't Know,Dissatisfied,Very Satisfied,Satisfied,Very Dissatisfied,,,,
Q8[04][F],none,please rate satisfaction following code enforcement items,4 enforcing maintenance commercial property neighborhood,Very Dissatisfied,Don't Know,Neutral,Satisfied,Very Satisfied,Dissatisfied,,,,
Q8[05][F],none,please rate satisfaction following code enforcement items,5 enforcing sign regulations,Very Dissatisfied,Satisfied,Neutral,Very Satisfied,Don't Know,Dissatisfied,,,,
Q8[06][F],none,please rate satisfaction following code enforcement items,6 enforcing maintenance rental properties neighborhood,Neutral,Dissatisfied,Satisfied,Don't Know,Very Dissatisfied,Very Satisfied,,,,
Q9[01][F],none,three code enforcement items listed question 8 think receive emphasis city leaders next two years,1st,2. Enforcing the mowing and trimming of commercial property,3. Enforcing the maintenance of residential property in your neighborhood,4. Enforcing the maintenance of commercial property in your neighborhood,6. Enforcing the maintenance of rental properties in your neighborhood,1. Enforcing the mowing and trimming of residential property,5. Enforcing sign regulations,,,,
Q9[02][F],none,three code enforcement items listed question 8 think receive emphasis city leaders next two years,2nd,5. Enforcing sign regulations,3. Enforcing the maintenance of residential property in your neighborhood,1. Enforcing the mowing and trimming of residential property,6. Enforcing the maintenance of rental properties in your neighborhood,2. Enforcing the mowing and trimming of commercial property,4. Enforcing the maintenance of commercial property in your neighborhood,,,,
